Gene,Function,Multifunction,Biological Process,Cellular Component,Molecular Function
gapA,activator,glycolysis; pyridoxal 5'phosphate; central intermediary metabolism,GO:0006006 - glucose metabolic process; GO:0006096 - glycolytic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0016020 - membrane,"GO:0000166 - nucleotide binding; GO:0004365 - glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; GO:0005515 - protein binding; GO:0016491 - oxidoreductase activity; GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0042802 - identical protein binding; GO:0050661 - NADP binding; GO:0051287 - NAD binding"
gntP,activator,"Porters (Uni-, Sym- and Antiporters); membrane",GO:0019521 - D-gluconate metabolic process; GO:0034219 - carbohydrate transmembrane transport; GO:0035429 - gluconate transmembrane transport; GO:0046177 - D-gluconate catabolic process; GO:0071702 - organic substance transport; GO:1902600 - proton transmembrane transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0005351 - carbohydrate:proton symporter activity; GO:0015128 - gluconate transmembrane transporter activity
yhgH,activator,carbon utilization,GO:0006308 - DNA catabolic process; GO:0015976 - carbon utilization,GO:0005829 - cytosol,
nfuA,activator,"incorporation of metal ions; chaperoning, repair (refolding)",GO:0006979 - response to oxidative stress; GO:0010106 - cellular response to iron ion starvation; GO:0015976 - carbon utilization; GO:0016226 - iron-sulfur cluster assembly; GO:0051604 - protein maturation; GO:0097428 - protein maturation by iron-sulfur cluster transfer; GO:0106035 - protein maturation by [4Fe-4S] cluster transfer,GO:0005829 - cytosol,"GO:0005506 - iron ion binding; GO:0005515 - protein binding; GO:0042803 - protein homodimerization activity; GO:0046872 - metal ion binding; GO:0051536 - iron-sulfur cluster binding; GO:0051539 - 4 iron, 4 sulfur cluster binding; GO:0140132 - iron-sulfur cluster carrier activity"
uxaA,activator,carbon compounds,GO:0019698 - D-galacturonate catabolic process,GO:0005829 - cytosol,GO:0008198 - ferrous iron binding; GO:0008789 - altronate dehydratase activity; GO:0016829 - lyase activity
uxaC,activator,carbon compounds,GO:0006064 - glucuronate catabolic process; GO:0019698 - D-galacturonate catabolic process; GO:0042840 - D-glucuronate catabolic process,GO:0005829 - cytosol,GO:0008880 - glucuronate isomerase activity; GO:0016853 - isomerase activity
idnK,activator,carbon compounds,GO:0005975 - carbohydrate metabolic process; GO:0016310 - phosphorylation; GO:0019521 - D-gluconate metabolic process; GO:0046177 - D-gluconate catabolic process; GO:0046183 - L-idonate catabolic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0000166 - nucleotide binding; GO:0005524 - ATP binding; GO:0016301 - kinase activity; GO:0016740 - transferase activity; GO:0046316 - gluconokinase activity
idnO,activator,carbon compounds,GO:0046183 - L-idonate catabolic process,GO:0005829 - cytosol,GO:0008874 - gluconate 5-dehydrogenase activity; GO:0016491 - oxidoreductase activity; GO:0042803 - protein homodimerization activity
idnD,activator,carbon compounds,GO:0019521 - D-gluconate metabolic process; GO:0046183 - L-idonate catabolic process,GO:0005829 - cytosol,GO:0005515 - protein binding; GO:0016491 - oxidoreductase activity; GO:0046872 - metal ion binding; GO:0050572 - L-idonate 5-dehydrogenase activity; GO:0102198 - L-idonate 5-dehydrogenase activity (NAD-dependent)
idnR,activator,carbon compounds; Transcription related; activator; repressor; operon,GO:0006355 - regulation of DNA-templated transcription; GO:0019521 - D-gluconate metabolic process,GO:0005829 - cytosol,GO:0000976 - transcription cis-regulatory region binding; GO:0003677 - DNA binding; GO:0003700 - DNA-binding transcription factor activity
idnT,activator,"Porters (Uni-, Sym- and Antiporters); membrane",GO:0008643 - carbohydrate transport; GO:0015726 - L-idonate transmembrane transport; GO:0019521 - D-gluconate metabolic process; GO:0035429 - gluconate transmembrane transport; GO:0046183 - L-idonate catabolic process; GO:0071702 - organic substance transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0015128 - gluconate transmembrane transporter activity; GO:0015568 - L-idonate transmembrane transporter activity
bglB,activator,carbon compounds,GO:0005975 - carbohydrate metabolic process; GO:0008152 - metabolic process; GO:0016052 - carbohydrate catabolic process,GO:0005829 - cytosol,"GO:0004553 - hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0008422 - beta-glucosidase activity; GO:0008706 - 6-phospho-beta-glucosidase activity; GO:0016787 - hydrolase activity; GO:0016798 - hydrolase activity, acting on glycosyl bonds; GO:0103047 - methyl beta-D-glucoside 6-phosphate glucohydrolase activity"
bglF,activator,"carbon compounds; posttranslational modification; covalent modification, demodification, maturation; Phosphotransferase Systems (PEP-dependent PTS); membrane",GO:0009401 - phosphoenolpyruvate-dependent sugar phosphotransferase system; GO:0015771 - trehalose transport; GO:0016310 - phosphorylation; GO:0071702 - organic substance transport,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0008982 - protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; GO:0016301 - kinase activity; GO:0016740 - transferase activity; GO:0090589 - protein-phosphocysteine-trehalose phosphotransferase system transporter activity
nagE,dual,amines; amino sugar conversions; Phosphotransferase Systems (PEP-dependent PTS); membrane,GO:0006974 - DNA damage response; GO:0009254 - peptidoglycan turnover; GO:0009401 - phosphoenolpyruvate-dependent sugar phosphotransferase system; GO:0015764 - N-acetylglucosamine transport; GO:0016310 - phosphorylation; GO:0071702 - organic substance transport,GO:0005886 - plasma membrane; GO:0016020 - membrane; GO:0019866 - organelle inner membrane,GO:0005515 - protein binding; GO:0008982 - protein-N(PI)-phosphohistidine-sugar phosphotransferase activity; GO:0015572 - N-acetylglucosamine transmembrane transporter activity; GO:0016301 - kinase activity; GO:0016740 - transferase activity; GO:0046872 - metal ion binding; GO:0090563 - protein-phosphocysteine-sugar phosphotransferase activity; GO:0090586 - protein-phosphocysteine-N-acetylglucosamine phosphotransferase system transporter activity; GO:0090587 - protein-phosphocysteine-glucosamine phosphotransferase system transporter activity
gabP,activator,"carbon compounds; Porters (Uni-, Sym- and Antiporters); membrane",GO:0006865 - amino acid transport; GO:0006974 - DNA damage response; GO:0006995 - cellular response to nitrogen starvation; GO:0009450 - gamma-aminobutyric acid catabolic process; GO:0015812 - gamma-aminobutyric acid transport; GO:0055085 - transmembrane transport; GO:0090549 - response to carbon starvation,GO:0005886 - plasma membrane; GO:0016020 - membrane,GO:0015185 - gamma-aminobutyric acid transmembrane transporter activity; GO:0015291 - secondary active transmembrane transporter activity
gabT,activator,aminobutyrate catabolism; putrescine catabolism,GO:0009448 - gamma-aminobutyric acid metabolic process; GO:0009450 - gamma-aminobutyric acid catabolic process; GO:0042450 - arginine biosynthetic process via ornithine,GO:0005829 - cytosol,GO:0003867 - 4-aminobutyrate transaminase activity; GO:0003992 - N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity; GO:0008483 - transaminase activity; GO:0016740 - transferase activity; GO:0030170 - pyridoxal phosphate binding; GO:0034386 - 4-aminobutyrate:2-oxoglutarate transaminase activity; GO:0042803 - protein homodimerization activity; GO:0047589 - 5-aminovalerate transaminase activity
glaH,activator,amino acids,GO:0019477 - L-lysine catabolic process; GO:0090549 - response to carbon starvation,GO:0005829 - cytosol; GO:0032991 - protein-containing complex,"GO:0005506 - iron ion binding; GO:0008198 - ferrous iron binding; GO:0016491 - oxidoreductase activity; GO:0042802 - identical protein binding; GO:0046872 - metal ion binding; GO:0050498 - oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated; GO:0051213 - dioxygenase activity; GO:0106343 - glutarate dioxygenase activity"
lhgD,activator,amino acids,GO:0006554 - lysine catabolic process; GO:0019477 - L-lysine catabolic process,GO:0005737 - cytoplasm; GO:0005886 - plasma membrane; GO:0016020 - membrane,"GO:0005515 - protein binding; GO:0016491 - oxidoreductase activity; GO:0016614 - oxidoreductase activity, acting on CH-OH group of donors; GO:0016901 - oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor; GO:0047545 - 2-hydroxyglutarate dehydrogenase activity; GO:0050660 - flavin adenine dinucleotide binding; GO:0140696 - (S)-2-hydroxyglutarate dehydrogenase activity"
gabD,activator,aminobutyrate catabolism; putrescine catabolism,GO:0006807 - nitrogen compound metabolic process; GO:0009450 - gamma-aminobutyric acid catabolic process; GO:0051289 - protein homotetramerization,GO:0005829 - cytosol; GO:0032991 - protein-containing complex,"GO:0004777 - succinate-semialdehyde dehydrogenase (NAD+) activity; GO:0009013 - succinate-semialdehyde dehydrogenase [NAD(P)+] activity; GO:0016491 - oxidoreductase activity; GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0036243 - succinate-semialdehyde dehydrogenase (NADP+) activity; GO:0042802 - identical protein binding; GO:0050661 - NADP binding; GO:0102810 - glutarate-semialdehyde dehydrogenase (NADP+) activity"
prpB,activator,carbon compounds; fatty acids,"GO:0019629 - propionate catabolic process, 2-methylcitrate cycle",GO:0005829 - cytosol,GO:0000287 - magnesium ion binding; GO:0003824 - catalytic activity; GO:0016829 - lyase activity; GO:0016833 - oxo-acid-lyase activity; GO:0046421 - methylisocitrate lyase activity; GO:0046872 - metal ion binding
prpD,activator,carbon compounds; fatty acids,"GO:0006099 - tricarboxylic acid cycle; GO:0006952 - defense response; GO:0019679 - propionate metabolic process, methylcitrate cycle",GO:0005829 - cytosol,"GO:0003994 - aconitate hydratase activity; GO:0016829 - lyase activity; GO:0047547 - 2-methylcitrate dehydratase activity; GO:0047613 - aconitate decarboxylase activity; GO:0051537 - 2 iron, 2 sulfur cluster binding"
prpC,activator,carbon compounds; fatty acids,"GO:0005975 - carbohydrate metabolic process; GO:0006099 - tricarboxylic acid cycle; GO:0019679 - propionate metabolic process, methylcitrate cycle",GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0004108 - citrate (Si)-synthase activity; GO:0016740 - transferase activity; GO:0016746 - acyltransferase activity; GO:0036440 - citrate synthase activity; GO:0042803 - protein homodimerization activity; GO:0046912 - acyltransferase activity, acyl groups converted into alkyl on transfer; GO:0050440 - 2-methylcitrate synthase activity"
prpE,activator,fatty acids,"GO:0019629 - propionate catabolic process, 2-methylcitrate cycle",GO:0005829 - cytosol,GO:0000166 - nucleotide binding; GO:0005524 - ATP binding; GO:0016874 - ligase activity; GO:0050218 - propionate-CoA ligase activity
trxA,repressor,"thioredoxin, glutaredoxin",GO:0045454 - cell redox homeostasis,GO:0005737 - cytoplasm; GO:0005829 - cytosol; GO:0005886 - plasma membrane,GO:0005515 - protein binding; GO:0015035 - protein-disulfide reductase activity; GO:0015036 - disulfide oxidoreductase activity; GO:0030337 - DNA polymerase processivity factor activity
serA,activator,serine,GO:0006564 - L-serine biosynthetic process; GO:0008652 - amino acid biosynthetic process,GO:0005829 - cytosol,"GO:0004617 - phosphoglycerate dehydrogenase activity; GO:0016491 - oxidoreductase activity; GO:0016616 - oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0042802 - identical protein binding; GO:0047545 - 2-hydroxyglutarate dehydrogenase activity; GO:0051287 - NAD binding; GO:0070403 - NAD+ binding; GO:0070404 - NADH binding; GO:0070905 - serine binding"
mhpE,activator,carbon compounds,GO:0009098 - leucine biosynthetic process; GO:0019298 - coenzyme B biosynthetic process; GO:0019380 - 3-phenylpropionate catabolic process; GO:0019439 - aromatic compound catabolic process,GO:0005829 - cytosol,GO:0003824 - catalytic activity; GO:0003852 - 2-isopropylmalate synthase activity; GO:0005515 - protein binding; GO:0008701 - 4-hydroxy-2-oxovalerate aldolase activity; GO:0016829 - lyase activity; GO:0016833 - oxo-acid-lyase activity; GO:0030145 - manganese ion binding; GO:0046872 - metal ion binding
mhpC,activator,carbon compounds,GO:0019380 - 3-phenylpropionate catabolic process; GO:0019439 - aromatic compound catabolic process; GO:0019622 - 3-(3-hydroxy)phenylpropionate catabolic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol,"GO:0003824 - catalytic activity; GO:0016787 - hydrolase activity; GO:0018771 - 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase activity; GO:0042803 - protein homodimerization activity; GO:0052823 - 2-hydroxy-6-oxonona-2,4,7-trienedioate hydrolase activity"
mhpD,activator,carbon compounds,GO:0019380 - 3-phenylpropionate catabolic process; GO:0019439 - aromatic compound catabolic process,GO:0005737 - cytoplasm; GO:0005829 - cytosol,GO:0003824 - catalytic activity; GO:0008684 - 2-oxopent-4-enoate hydratase activity; GO:0016829 - lyase activity; GO:0030145 - manganese ion binding; GO:0042802 - identical protein binding
mhpA,activator,carbon compounds,GO:0019380 - 3-phenylpropionate catabolic process; GO:0019439 - aromatic compound catabolic process; GO:0019622 - 3-(3-hydroxy)phenylpropionate catabolic process,GO:0005829 - cytosol,GO:0008688 - 3-(3-hydroxyphenyl)propionate hydroxylase activity; GO:0016491 - oxidoreductase activity; GO:0042802 - identical protein binding; GO:0071949 - FAD binding
mhpB,activator,fatty acids,GO:0006725 - cellular aromatic compound metabolic process; GO:0019380 - 3-phenylpropionate catabolic process; GO:0019439 - aromatic compound catabolic process; GO:0019622 - 3-(3-hydroxy)phenylpropionate catabolic process; GO:0046271 - phenylpropanoid catabolic process,GO:0005886 - plasma membrane,"GO:0005506 - iron ion binding; GO:0008198 - ferrous iron binding; GO:0016491 - oxidoreductase activity; GO:0047070 - 3-carboxyethylcatechol 2,3-dioxygenase activity; GO:0051213 - dioxygenase activity"
mhpF,activator,carbon compounds,GO:0019380 - 3-phenylpropionate catabolic process; GO:0019439 - aromatic compound catabolic process,GO:0005829 - cytosol,"GO:0005515 - protein binding; GO:0008774 - acetaldehyde dehydrogenase (acetylating) activity; GO:0016491 - oxidoreductase activity; GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0051287 - NAD binding"
